id,title,title_en,image_url,chapters,publishing,published_from,published_to,score,scored_by,members,favorites,author
439,Magical x Miracle,Magical x Miracle,https://cdn.myanimelist.net/images/manga/3/172711.jpg,46,False,2002-03-28T00:00:00+00:00,2006-01-28T00:00:00+00:00,7.72,1609,3538,84,2386
440,Mahoutsukai ni Taisetsu na Koto,Someday's Dreamers,https://cdn.myanimelist.net/images/manga/1/175873.jpg,9,False,2002-05-09T00:00:00+00:00,2003-01-09T00:00:00+00:00,7.06,1309,3036,19,2411
441,Mai-HiME,My-HiME,https://cdn.myanimelist.net/images/manga/2/178058.jpg,44,False,2004-11-11T00:00:00+00:00,2005-07-07T00:00:00+00:00,6.86,3510,6974,90,2415
442,Tekkon Kinkreet,Tekkonkinkreet: Black & White,https://cdn.myanimelist.net/images/manga/2/151420.jpg,33,False,1993-01-01T00:00:00+00:00,1994-01-01T00:00:00+00:00,8.02,3457,13286,345,2409
443,Mars,Mars,https://cdn.myanimelist.net/images/manga/1/191262.jpg,59,False,1996-01-13T00:00:00+00:00,2000-11-13T00:00:00+00:00,8.34,14414,32530,1920,2329
444,Bad Company,,https://cdn.myanimelist.net/images/manga/3/18566.jpg,10,False,1996-06-12T00:00:00+00:00,1996-07-17T00:00:00+00:00,7.51,6789,13847,101,2318
445,Shonan Junai Gumi!,GTO: The Early Years,https://cdn.myanimelist.net/images/manga/2/216051.jpg,267,False,1990-09-26T00:00:00+00:00,1996-09-18T00:00:00+00:00,8.24,6501,19767,703,2318
446,Aa! Megami-sama!,Oh! My Goddess,https://cdn.myanimelist.net/images/manga/2/58483.jpg,308,False,1988-08-25T00:00:00+00:00,2014-04-25T00:00:00+00:00,7.59,6664,16874,749,2467
447,Oretama,,https://cdn.myanimelist.net/images/manga/2/53187.jpg,41,False,2006-11-03T00:00:00+00:00,2010-04-02T00:00:00+00:00,7.32,16613,32337,621,2421
448,Tenshi Kinryouku,Angel Sanctuary,https://cdn.myanimelist.net/images/manga/1/262086.jpg,120,False,1994-07-05T00:00:00+00:00,2000-10-20T00:00:00+00:00,7.91,9743,24753,1612,2039
449,Miracle☆Girls,Miracle Girls,https://cdn.myanimelist.net/images/manga/1/161113.jpg,39,False,1990-10-03T00:00:00+00:00,1994-02-03T00:00:00+00:00,7.01,559,1309,14,2417
450,Missile Happy!,Missile Happy!,https://cdn.myanimelist.net/images/manga/1/270466.jpg,20,False,2000-01-01T00:00:00+00:00,,7.36,1169,2530,34,2418
451,Missing: Kamikakushi no Monogatari,Missing: Kamikakushi no Monogatari,https://cdn.myanimelist.net/images/manga/2/4367.jpg,12,False,2003-01-01T00:00:00+00:00,,0.0,0,408,7,2419
452,Fushigi no Kuni no Miyuki-chan,Miyuki-chan in Wonderland,https://cdn.myanimelist.net/images/manga/2/161931.jpg,7,False,1993-03-10T00:00:00+00:00,1995-06-10T00:00:00+00:00,6.04,3124,5700,17,1877
454,Shin Kidou Senki Gundam Wing: Dual Story - G-Unit,Mobile Suit Gundam: The Last Outpost,https://cdn.myanimelist.net/images/manga/4/3527.jpg,13,False,1997-04-01T00:00:00+00:00,1998-02-14T00:00:00+00:00,7.02,406,932,10,2331
455,Model,Model,https://cdn.myanimelist.net/images/manga/2/173620.jpg,10,False,2000-06-01T00:00:00+00:00,2002-10-01T00:00:00+00:00,7.32,2874,6077,150,1961
456,Monochrome Factor,Monochrome Factor,https://cdn.myanimelist.net/images/manga/2/205068.jpg,65,False,2004-01-01T00:00:00+00:00,2011-06-15T00:00:00+00:00,7.57,2159,6051,123,2424
457,Tsukiyomi,Tsukuyomi: Moon Phase,https://cdn.myanimelist.net/images/manga/2/179263.jpg,109,False,1999-07-26T00:00:00+00:00,2009-01-26T00:00:00+00:00,7.17,821,3103,41,2425
458,Mouryo Kiden,Moryo Kiden,https://cdn.myanimelist.net/images/manga/1/39947.jpg,17,False,1994-01-01T00:00:00+00:00,,6.14,208,499,2,2173
459,Mugen Spiral,Mugen Spiral,https://cdn.myanimelist.net/images/manga/3/269920.jpg,12,False,2004-01-20T00:00:00+00:00,2004-10-26T00:00:00+00:00,7.36,3209,7277,74,2426
460,Boku to Kanojo no XXX,Your & My Secret,https://cdn.myanimelist.net/images/manga/1/58073.jpg,69,False,2001-02-01T00:00:00+00:00,2011-08-12T00:00:00+00:00,6.96,3304,8343,84,2336
461,Neck and Neck,Neck and Neck,https://cdn.myanimelist.net/images/manga/1/264961.jpg,40,False,2002-01-01T00:00:00+00:00,2005-01-01T00:00:00+00:00,7.29,479,1176,10,2427
462,Shin Petshop of Horrors,Pet Shop of Horrors: Tokyo,https://cdn.myanimelist.net/images/manga/2/117839.jpg,45,False,2004-04-22T00:00:00+00:00,2012-11-15T00:00:00+00:00,7.92,2037,6524,103,1959
463,NHK ni Youkoso!,Welcome to the N.H.K.,https://cdn.myanimelist.net/images/manga/1/172691.jpg,40,False,2003-12-26T00:00:00+00:00,2007-04-26T00:00:00+00:00,8.16,23207,54424,3032,2428
464,Nishi no Yoki Majo,The Good Witch of the West,https://cdn.myanimelist.net/images/manga/3/140421.jpg,39,False,2003-12-29T00:00:00+00:00,2007-05-30T00:00:00+00:00,7.4,393,1447,19,2430
465,NOiSE,NOiSE,https://cdn.myanimelist.net/images/manga/1/177551.jpg,8,False,2000-01-01T00:00:00+00:00,2001-01-01T00:00:00+00:00,7.22,9537,19555,131,2000
466,Aishiau Koto Shika Dekinai,Nothing But Loving You,https://cdn.myanimelist.net/images/manga/3/114675.jpg,6,False,1994-01-01T00:00:00+00:00,,6.34,146,328,0,1960
467,Sono Te Wo Dokero,Hands Off!,https://cdn.myanimelist.net/images/manga/1/178498.jpg,28,False,1998-01-01T00:00:00+00:00,2001-01-01T00:00:00+00:00,7.38,766,1560,35,2286
468,One,One,https://cdn.myanimelist.net/images/manga/1/152416.jpg,71,False,1998-01-01T00:00:00+00:00,2002-01-01T00:00:00+00:00,6.88,304,841,11,2252
469,Oniichan to Issho,Me & My Brothers,https://cdn.myanimelist.net/images/manga/2/166809.jpg,67,False,2003-03-17T00:00:00+00:00,2009-03-24T00:00:00+00:00,7.62,1590,4687,67,2432
470,Otogizoushi,Otogi Zoshi,https://cdn.myanimelist.net/images/manga/2/6557.jpg,10,False,2004-06-30T00:00:00+00:00,2005-03-30T00:00:00+00:00,6.86,302,736,5,2433
471,Otona ni Nuts,Instant Teen - Just Add Nuts,https://cdn.myanimelist.net/images/manga/2/4643.jpg,16,False,2001-01-01T00:00:00+00:00,2002-01-01T00:00:00+00:00,6.57,1654,3178,18,2185
472,Ou Dorobou Jing,Jing: King of Bandits,https://cdn.myanimelist.net/images/manga/3/148389.jpg,39,False,1995-03-15T00:00:00+00:00,1998-04-15T00:00:00+00:00,7.38,1653,4148,122,2369
473,Peace Maker Kurogane,Peacemaker Kurogane,https://cdn.myanimelist.net/images/manga/2/183478.jpg,0,True,2002-01-01T00:00:00+00:00,,7.74,1480,5121,122,2434
474,Shinsengumi Imon Peace Maker,Shinsengumi Imon Peace Maker,https://cdn.myanimelist.net/images/manga/3/120697.jpg,30,False,1999-04-12T00:00:00+00:00,2001-08-11T00:00:00+00:00,7.65,1310,4392,58,2434
475,Peach Girl,Peach Girl,https://cdn.myanimelist.net/images/manga/1/181872.jpg,72,False,1997-09-13T00:00:00+00:00,2003-12-13T00:00:00+00:00,7.31,6598,13939,469,2435
476,Peppermint,Peppermint,https://cdn.myanimelist.net/images/manga/3/1324.jpg,21,False,2001-01-01T00:00:00+00:00,2003-01-01T00:00:00+00:00,7.04,389,843,9,2436
477,Phantom,Phantom,https://cdn.myanimelist.net/images/manga/5/262256.jpg,0,False,2004-01-01T00:00:00+00:00,2005-01-01T00:00:00+00:00,6.8,155,514,10,2437
478,PhD: Phantasy Degree,PhD: Phantasy Degree,https://cdn.myanimelist.net/images/manga/2/171568.jpg,106,False,2001-06-19T00:00:00+00:00,2004-12-01T00:00:00+00:00,6.97,540,1313,46,4349
479,Planet Blood,Planet Blood,https://cdn.myanimelist.net/images/manga/2/676.jpg,0,False,,,0.0,0,222,3,23293
480,Planet Ladder,Planet Ladder,https://cdn.myanimelist.net/images/manga/3/155810.jpg,0,False,1998-03-01T00:00:00+00:00,2003-05-01T00:00:00+00:00,6.88,509,1062,20,2441
481,Planetes,Planetes,https://cdn.myanimelist.net/images/manga/3/170572.jpg,27,False,1999-01-14T00:00:00+00:00,2004-01-08T00:00:00+00:00,8.28,14962,48242,1664,2034
482,Platinum Garden,Platinum Garden,https://cdn.myanimelist.net/images/manga/3/1539.jpg,68,False,2001-04-12T00:00:00+00:00,2006-06-16T00:00:00+00:00,7.35,708,2604,12,2442
483,Power!!,Girl Got Game,https://cdn.myanimelist.net/images/manga/2/144007.jpg,44,False,1999-08-11T00:00:00+00:00,2002-01-01T00:00:00+00:00,7.7,7861,14494,335,2346
484,Girls Educational Charter,President Dad,https://cdn.myanimelist.net/images/manga/2/180644.jpg,43,False,2002-01-01T00:00:00+00:00,2004-01-01T00:00:00+00:00,6.75,255,622,7,2277
485,Priceless,Priceless,https://cdn.myanimelist.net/images/manga/1/261781.jpg,22,False,2002-01-01T00:00:00+00:00,,6.4,227,500,4,2365
486,Priest,Priest,https://cdn.myanimelist.net/images/manga/2/558.jpg,160,False,1998-01-01T00:00:00+00:00,2007-01-01T00:00:00+00:00,7.4,1503,6049,121,2443
489,Psychic Academy Oura Bansho,Psychic Academy,https://cdn.myanimelist.net/images/manga/1/144285.jpg,38,False,1998-06-26T00:00:00+00:00,2003-01-25T00:00:00+00:00,7.02,2262,4470,92,2304
491,Qwan,Qwan,https://cdn.myanimelist.net/images/manga/1/258219.jpg,44,False,2002-09-05T00:00:00+00:00,2008-02-05T00:00:00+00:00,7.11,500,1672,23,2059
492,R.I.P.,R.I.P.,https://cdn.myanimelist.net/images/manga/3/254481.jpg,12,False,1999-04-16T00:00:00+00:00,2000-03-16T00:00:00+00:00,7.1,558,1290,3,1974
493,Ra-i,Ra-i,https://cdn.myanimelist.net/images/manga/1/265855.jpg,4,False,1995-01-01T00:00:00+00:00,,6.52,127,344,0,2301
495,Rakuen,Passion Fruit,https://cdn.myanimelist.net/images/manga/2/39991.jpg,6,False,2003-01-25T00:00:00+00:00,,7.08,716,1590,11,2451
496,Real Bout High School,Real Bout High School,https://cdn.myanimelist.net/images/manga/2/166934.jpg,46,False,1998-11-09T00:00:00+00:00,2003-03-08T00:00:00+00:00,6.79,1134,2339,59,2450
497,Rebirth,Rebirth,https://cdn.myanimelist.net/images/manga/2/3578.jpg,107,False,1998-01-01T00:00:00+00:00,2010-01-01T00:00:00+00:00,7.36,882,2577,85,2453
499,Remote,.remote.,https://cdn.myanimelist.net/images/manga/1/56465.jpg,100,False,2002-01-01T00:00:00+00:00,2004-01-01T00:00:00+00:00,6.89,1067,2742,29,1886
500,RG Veda,RG Veda,https://cdn.myanimelist.net/images/manga/1/265984.jpg,16,False,1990-01-01T00:00:00+00:00,1996-01-01T00:00:00+00:00,7.72,3633,9224,209,1877
501,Rizelmine,Rizelmine,https://cdn.myanimelist.net/images/manga/3/147959.jpg,7,False,2001-01-01T00:00:00+00:00,2002-01-01T00:00:00+00:00,6.48,849,1661,5,1947
502,Rose Hip Rose,Rose Hip Rose,https://cdn.myanimelist.net/images/manga/1/177185.jpg,22,False,2002-11-05T00:00:00+00:00,2006-06-14T00:00:00+00:00,6.81,1164,2505,24,2318
503,Rose Hip Zero,Rose Hip Zero,https://cdn.myanimelist.net/images/manga/1/177217.jpg,34,False,2005-04-20T00:00:00+00:00,2006-03-15T00:00:00+00:00,7.1,820,2008,13,2318
504,Rure,Rure,https://cdn.myanimelist.net/images/manga/3/41554.jpg,0,True,2003-01-01T00:00:00+00:00,,7.22,269,1107,6,2457
505,S to M no Sekai,The World Exists for Me,https://cdn.myanimelist.net/images/manga/1/37113.jpg,4,False,2002-11-16T00:00:00+00:00,2003-07-17T00:00:00+00:00,6.32,413,1103,7,2458
506,Saber Marionette J,Saber Marionette J,https://cdn.myanimelist.net/images/manga/3/138531.jpg,34,False,1996-09-09T00:00:00+00:00,1999-10-09T00:00:00+00:00,6.6,847,1747,30,2460
507,Sei♥Dragon Girl,St.♥ Dragon Girl,https://cdn.myanimelist.net/images/manga/2/261038.jpg,36,False,1999-01-01T00:00:00+00:00,2003-01-01T00:00:00+00:00,7.28,774,2087,35,2462
508,Kaitou Saint Tail,Saint Tail,https://cdn.myanimelist.net/images/manga/2/171555.jpg,33,False,1994-09-03T00:00:00+00:00,1997-02-18T00:00:00+00:00,7.36,895,2254,53,2255
509,Saiyuuki,Saiyuki,https://cdn.myanimelist.net/images/manga/2/181067.jpg,56,False,1997-02-18T00:00:00+00:00,2002-01-18T00:00:00+00:00,8.02,6272,16830,831,2182
510,Saiyuuki Reload,Saiyuki Reload,https://cdn.myanimelist.net/images/manga/1/172702.jpg,66,False,2002-03-28T00:00:00+00:00,2009-06-27T00:00:00+00:00,8.22,3081,7952,226,2182
511,Sakura Taisen,Sakura Wars,https://cdn.myanimelist.net/images/manga/2/176.jpg,29,False,2002-06-26T00:00:00+00:00,2008-12-26T00:00:00+00:00,6.98,729,2020,25,2463
512,Samurai Champloo,Samurai Champloo,https://cdn.myanimelist.net/images/manga/3/56743.jpg,10,False,2004-01-26T00:00:00+00:00,2004-09-25T00:00:00+00:00,7.41,5984,13377,210,2464
513,Samurai Deeper Kyou,Samurai Deeper Kyo,https://cdn.myanimelist.net/images/manga/3/157961.jpg,308,False,1999-05-26T00:00:00+00:00,2006-05-10T00:00:00+00:00,7.7,10578,24073,897,2465
514,Saver,Saver,https://cdn.myanimelist.net/images/manga/1/150822.jpg,55,False,2002-01-01T00:00:00+00:00,2010-01-01T00:00:00+00:00,7.93,2112,6731,154,2468
516,Scrapped Princess,Scrapped Princess,https://cdn.myanimelist.net/images/manga/1/114613.jpg,16,False,2002-01-01T00:00:00+00:00,2004-01-01T00:00:00+00:00,6.52,518,1342,10,2469
517,s.CRY.ed,Scryed,https://cdn.myanimelist.net/images/manga/1/56325.jpg,45,False,2001-05-31T00:00:00+00:00,2002-04-18T00:00:00+00:00,6.77,818,2092,34,2471
518,Secret Chaser,Secret Chaser,https://cdn.myanimelist.net/images/manga/2/152333.jpg,9,False,1998-01-01T00:00:00+00:00,1999-01-01T00:00:00+00:00,0.0,0,196,0,2173
519,Seikai no Monshou,Seikai Trilogy,https://cdn.myanimelist.net/images/manga/5/1588.jpg,25,False,1999-01-01T00:00:00+00:00,,7.32,406,950,15,2473
520,Sengoku Tsukiyo,Sengoku Nights,https://cdn.myanimelist.net/images/manga/3/155741.jpg,10,False,1999-01-01T00:00:00+00:00,2000-01-01T00:00:00+00:00,6.75,257,638,1,2279
521,Sequence,Sequence,https://cdn.myanimelist.net/images/manga/1/272948.jpg,16,False,2002-01-01T00:00:00+00:00,,6.85,242,667,3,2186
523,Fuun Sanshimai Lin³,Shaolin Sisters,https://cdn.myanimelist.net/images/manga/1/180629.jpg,25,False,1999-06-26T00:00:00+00:00,2001-09-26T00:00:00+00:00,6.5,312,709,9,2378
524,Shaolin Sisters: Reborn,Shaolin Sisters: Reborn,https://cdn.myanimelist.net/images/manga/3/3847.jpg,20,False,2001-01-01T00:00:00+00:00,2003-01-01T00:00:00+00:00,6.59,152,454,1,2378
525,Shinshoku KiSS,,https://cdn.myanimelist.net/images/manga/3/142801.jpg,12,False,2003-01-01T00:00:00+00:00,2005-01-01T00:00:00+00:00,7.06,483,902,16,1941
526,Shirahimeshou,Shirahime-Syo: Snow Goddess Tales,https://cdn.myanimelist.net/images/manga/2/170989.jpg,5,False,1992-06-10T00:00:00+00:00,,7.28,2987,5589,39,1877
527,Shuuseki Kairo no Himawari,IC in a Sunflower,https://cdn.myanimelist.net/images/manga/3/145977.jpg,7,False,1994-05-01T00:00:00+00:00,1997-08-01T00:00:00+00:00,7.03,329,807,7,1974
528,Skull Man,Skullman,https://cdn.myanimelist.net/images/manga/1/171446.jpg,50,False,1998-03-07T00:00:00+00:00,2001-04-05T00:00:00+00:00,6.83,262,1126,12,2478
529,Smuggler,Smuggler,https://cdn.myanimelist.net/images/manga/3/138187.jpg,4,False,2000-03-25T00:00:00+00:00,2000-06-24T00:00:00+00:00,6.73,650,1633,3,2261
530,Snow Drop,Snow Drop,https://cdn.myanimelist.net/images/manga/4/261779.jpg,39,False,1998-09-01T00:00:00+00:00,2003-01-01T00:00:00+00:00,7.25,966,2460,41,2480
531,Mahoutsukai ni Taisetsu na Koto: Taiyou to Kaze no Sakamichi,Someday's Dreamers: Spellbound,https://cdn.myanimelist.net/images/manga/2/175874.jpg,25,False,2003-12-09T00:00:00+00:00,2006-02-09T00:00:00+00:00,7.39,498,1305,17,2411
532,Soul Rescue,Soul Rescue,https://cdn.myanimelist.net/images/manga/1/262972.jpg,10,False,2001-01-01T00:00:00+00:00,2002-01-01T00:00:00+00:00,7.05,513,1273,7,2481
533,Soul to Seoul,Soul to Seoul,https://cdn.myanimelist.net/images/manga/2/3366.jpg,18,False,2001-01-01T00:00:00+00:00,,7.03,288,757,4,2482
534,Spiral: Suiri no Kizuna,Spiral: Bonds of Reasoning,https://cdn.myanimelist.net/images/manga/2/258718.jpg,78,False,1999-08-11T00:00:00+00:00,2005-10-12T00:00:00+00:00,7.96,4077,11916,429,2483
535,STONe,STONe,https://cdn.myanimelist.net/images/manga/2/138177.jpg,10,False,2001-09-25T00:00:00+00:00,2002-06-25T00:00:00+00:00,6.53,133,492,3,2486
536,Gensou Suikoden III: Unmei no Keishousha,Suikoden III: The Successor of Fate,https://cdn.myanimelist.net/images/manga/2/180633.jpg,0,False,2002-09-21T00:00:00+00:00,2006-04-01T00:00:00+00:00,7.73,1000,2074,107,2059
537,Apothecarius Argentum,Apothecarius Argentum,https://cdn.myanimelist.net/images/manga/3/5234.jpg,44,False,2005-05-02T00:00:00+00:00,2009-10-16T00:00:00+00:00,7.28,537,2252,10,2484
538,Suki. Dakara Suki,Suki: A Like Story,https://cdn.myanimelist.net/images/manga/3/220220.jpg,15,False,1999-01-01T00:00:00+00:00,2000-01-01T00:00:00+00:00,6.84,2118,4026,24,1877
539,Suppli,Suppli,https://cdn.myanimelist.net/images/manga/1/204425.jpg,57,False,2003-10-08T00:00:00+00:00,2009-11-07T00:00:00+00:00,7.44,660,2783,51,2476
540,Sex no Ato Otokonoko no Ase wa Hachimitsu no Nioi ga Suru,Sweat and Honey,https://cdn.myanimelist.net/images/manga/1/95635.jpg,7,False,2001-01-01T00:00:00+00:00,,6.83,118,379,1,2476
541,Nanase,Telepathic Wanderers,https://cdn.myanimelist.net/images/manga/1/152337.jpg,23,False,2001-01-01T00:00:00+00:00,2003-01-01T00:00:00+00:00,7.17,745,2123,10,2487
542,Tennen Pearl Pink,Pearl Pink,https://cdn.myanimelist.net/images/manga/5/1538.jpg,21,False,2002-01-01T00:00:00+00:00,2004-01-01T00:00:00+00:00,7.44,1085,2524,17,2489
543,Akuma no Ororon,The Demon Ororon,https://cdn.myanimelist.net/images/manga/2/161256.jpg,21,False,1998-04-01T00:00:00+00:00,2001-01-01T00:00:00+00:00,7.32,1470,3096,138,1969
544,Shigeshoushi,The Embalmer,https://cdn.myanimelist.net/images/manga/3/89003.jpg,42,False,2002-05-08T00:00:00+00:00,2013-04-08T00:00:00+00:00,8.03,3155,13112,366,1974
545,Fukai Nemuri no Hana,Flower of the Deep Sleep,https://cdn.myanimelist.net/images/manga/4/111785.jpg,10,False,2003-01-17T00:00:00+00:00,2003-08-11T00:00:00+00:00,7.02,551,1196,13,2490
546,Trash,Trash,https://cdn.myanimelist.net/images/manga/3/265950.jpg,4,False,2004-01-01T00:00:00+00:00,,6.84,212,699,8,2301
547,The Legend of Soma,Blade of Heaven,https://cdn.myanimelist.net/images/manga/2/15013.jpg,0,False,1993-01-01T00:00:00+00:00,1997-01-01T00:00:00+00:00,6.62,169,555,11,2202
548,Watashi no Suki na Hito,The One I Love,https://cdn.myanimelist.net/images/manga/3/144145.jpg,12,False,1993-11-16T00:00:00+00:00,1995-05-16T00:00:00+00:00,7.0,2044,4161,10,1877
549,The Queen's Knight,The Queen's Knight,https://cdn.myanimelist.net/images/manga/5/263919.jpg,79,False,1997-01-01T00:00:00+00:00,2005-01-01T00:00:00+00:00,7.37,928,2615,38,2354
550,Koi ni Okite,The Rules of Love,https://cdn.myanimelist.net/images/manga/2/114701.jpg,3,False,1994-01-01T00:00:00+00:00,,6.54,120,302,1,1960
551,The Tarot Café,The Tarot Café,https://cdn.myanimelist.net/images/manga/3/11515.jpg,18,False,2002-01-01T00:00:00+00:00,,7.69,2747,7028,234,1963
552,20 Mensou ni Onegai!!,Man of Many Faces,https://cdn.myanimelist.net/images/manga/4/260288.jpg,11,False,1989-07-10T00:00:00+00:00,1991-06-10T00:00:00+00:00,6.64,1678,3301,10,1877
553,Threads of Time,Threads of Time,https://cdn.myanimelist.net/images/manga/2/222997.jpg,46,False,1999-12-07T00:00:00+00:00,2003-09-04T00:00:00+00:00,7.69,1933,5202,62,2492
554,Tokyo Mew Mew,Tokyo Mew Mew,https://cdn.myanimelist.net/images/manga/3/177748.jpg,32,False,2000-08-03T00:00:00+00:00,2002-12-28T00:00:00+00:00,6.95,13577,25498,966,2076
555,Tokyo Mew Mew à La Mode,Tokyo Mew Mew à La Mode,https://cdn.myanimelist.net/images/manga/3/153746.jpg,12,False,2003-03-03T00:00:00+00:00,2003-12-27T00:00:00+00:00,6.36,6657,11893,165,2493
556,Trinity Blood,Trinity Blood,https://cdn.myanimelist.net/images/manga/1/164661.jpg,89,False,2003-08-23T00:00:00+00:00,2018-04-24T00:00:00+00:00,7.82,4979,16597,529,2494
557,Trinity Blood: Rage Against the Moons,Trinity Blood: Rage Against the Moons,https://cdn.myanimelist.net/images/manga/2/209368.jpg,23,False,2001-03-01T00:00:00+00:00,2004-12-01T00:00:00+00:00,7.94,1175,4362,120,2494
558,Under the Glass Moon,Under the Glass Moon,https://cdn.myanimelist.net/images/manga/2/1934.jpg,18,False,2001-01-01T00:00:00+00:00,,6.97,260,847,16,2497
559,Ura Peach Girl,Peach Girl: Sae's Story,https://cdn.myanimelist.net/images/manga/1/182529.jpg,12,False,2004-09-13T00:00:00+00:00,2005-05-13T00:00:00+00:00,6.83,1256,2660,33,2435
560,Urukyuu,Ultra Cute,https://cdn.myanimelist.net/images/manga/1/161115.jpg,30,False,1999-05-01T00:00:00+00:00,2003-06-03T00:00:00+00:00,6.96,698,1642,32,2417
561,Vampire Doll: Guilt-na-Zan,Vampire Doll: Guilt-na-Zan,https://cdn.myanimelist.net/images/manga/3/156528.jpg,49,False,2002-03-28T00:00:00+00:00,2008-09-16T00:00:00+00:00,7.35,950,2446,87,2498
562,Vampire Game,Vampire Game,https://cdn.myanimelist.net/images/manga/3/172989.jpg,92,False,1996-01-01T00:00:00+00:00,2004-09-25T00:00:00+00:00,7.62,2646,6420,183,2499
563,V.B. Rose,V.B. Rose,https://cdn.myanimelist.net/images/manga/1/257265.jpg,83,False,2004-08-01T00:00:00+00:00,2009-05-01T00:00:00+00:00,7.91,2335,6011,140,2500
564,Gantz,Gantz,https://cdn.myanimelist.net/images/manga/4/157936.jpg,383,False,2000-07-13T00:00:00+00:00,2013-06-20T00:00:00+00:00,8.11,105034,214824,17384,2718
565,Tenkuu no Escaflowne,Vision of Escaflowne,https://cdn.myanimelist.net/images/manga/3/1407.jpg,34,False,1994-12-01T00:00:00+00:00,1998-01-01T00:00:00+00:00,6.22,877,2282,18,2304
566,Visitor,Visitor,https://cdn.myanimelist.net/images/manga/2/149279.jpg,30,False,2003-01-01T00:00:00+00:00,2004-01-01T00:00:00+00:00,0.0,0,230,1,2502
569,Toma,Warriors of Tao,https://cdn.myanimelist.net/images/manga/3/276025.jpg,31,False,2001-01-01T00:00:00+00:00,,0.0,0,241,2,2508
571,Wild☆Act,Wild Act!,https://cdn.myanimelist.net/images/manga/1/184549.jpg,57,False,1998-01-01T00:00:00+00:00,2000-01-01T00:00:00+00:00,7.55,768,1853,22,2509
572,Midori no Hibi,Midori Days,https://cdn.myanimelist.net/images/manga/2/56681.jpg,86,False,2002-09-18T00:00:00+00:00,2004-07-21T00:00:00+00:00,7.78,11242,20786,516,2541
573,Wild Adapter,Wild Adapter,https://cdn.myanimelist.net/images/manga/2/157891.jpg,52,False,2001-01-01T00:00:00+00:00,2016-03-04T00:00:00+00:00,8.12,1526,7724,224,2182
574,World Embryo,World Embryo,https://cdn.myanimelist.net/images/manga/3/53321.jpg,97,False,2005-04-30T00:00:00+00:00,2014-05-30T00:00:00+00:00,7.55,4382,12323,208,2321
575,X: Kai,X-Kai-,https://cdn.myanimelist.net/images/manga/1/21386.jpg,7,False,1998-01-01T00:00:00+00:00,2000-01-01T00:00:00+00:00,6.84,482,1078,5,2510
576,Kanojo-tachi no X-Day,X-Day,https://cdn.myanimelist.net/images/manga/1/252616.jpg,10,False,2002-03-06T00:00:00+00:00,2002-11-06T00:00:00+00:00,7.55,2368,4803,64,2511
578,Yorozuya Toukaidou Honpo,Satisfaction Guaranteed,https://cdn.myanimelist.net/images/manga/3/272945.jpg,0,False,1998-01-01T00:00:00+00:00,2002-01-01T00:00:00+00:00,7.19,235,685,16,2186
579,Yubisaki Milk Tea,Yubisaki Milk Tea,https://cdn.myanimelist.net/images/manga/2/173786.jpg,89,False,2002-12-27T00:00:00+00:00,2010-03-12T00:00:00+00:00,7.1,1700,4347,84,2513
580,Yureka,iD_eNTITY,https://cdn.myanimelist.net/images/manga/4/2119.jpg,266,False,2000-01-01T00:00:00+00:00,2013-01-01T00:00:00+00:00,7.73,3312,8718,230,4349
581,Zyword,Zyword,https://cdn.myanimelist.net/images/manga/2/166767.jpg,2,False,2000-09-01T00:00:00+00:00,,0.0,0,229,0,2173
582,Kodomo no Jikan,,https://cdn.myanimelist.net/images/manga/1/62557.jpg,93,False,2005-05-22T00:00:00+00:00,2013-04-22T00:00:00+00:00,7.82,9806,20659,1063,2516
583,Claymore,Claymore,https://cdn.myanimelist.net/images/manga/2/255378.jpg,159,False,2001-05-06T00:00:00+00:00,2014-10-04T00:00:00+00:00,8.3,79002,181899,12676,2517
584,Mirai Nikki,Future Diary,https://cdn.myanimelist.net/images/manga/5/16174.jpg,59,False,2006-01-26T00:00:00+00:00,2010-12-25T00:00:00+00:00,7.68,53296,101389,4079,2518
585,Hourou Musuko,Wandering Son,https://cdn.myanimelist.net/images/manga/1/208988.jpg,123,False,2002-11-12T00:00:00+00:00,2013-07-12T00:00:00+00:00,8.24,8368,27458,1270,2519
586,Omae ga Sekai wo Kowashitai nara,,https://cdn.myanimelist.net/images/manga/1/165245.jpg,17,False,1999-01-01T00:00:00+00:00,2000-01-01T00:00:00+00:00,7.43,2075,5187,69,2451
587,Lucky☆Star,Lucky☆Star,https://cdn.myanimelist.net/images/manga/3/265400.jpg,0,True,2003-12-10T00:00:00+00:00,,7.87,4836,14907,669,2520
588,Hitomi no Catoblepas,,https://cdn.myanimelist.net/images/manga/1/255334.jpg,15,False,2007-05-21T00:00:00+00:00,2007-09-03T00:00:00+00:00,6.68,1047,2159,4,2521
589,Seiten Taisei,,https://cdn.myanimelist.net/images/manga/3/175297.jpg,28,False,1998-07-13T00:00:00+00:00,2000-08-14T00:00:00+00:00,6.93,347,1069,3,2115
591,Koukou Debut,High School Debut,https://cdn.myanimelist.net/images/manga/3/265953.jpg,62,False,2003-08-13T00:00:00+00:00,2013-05-13T00:00:00+00:00,8.11,27969,63394,2211,2522
592,ChunRangYulJun,,https://cdn.myanimelist.net/images/manga/1/1393.jpg,0,False,1997-01-01T00:00:00+00:00,,6.9,188,652,2,2259
